1,2,3,4,5,6
-0.06670965,-0.59338015,-0.91491026,-1.9660461,0.53577554,0.4837739
-0.002913323,-0.0047281766,-0.013733873,-0.016616616,-0.0018448294,-0.0016258245
-1.3934525,0.4929816,2.47547,-1.4675907,2.3915722,0.1644125
-0.9407217,0.40789846,2.107823,-1.015337,1.6686732,0.21621281
-1.1514678,0.44361824,2.2828493,-1.2590219,2.0189736,0.21667919
0.12292596,-0.61480504,-0.93470776,-2.093736,0.26404247,0.4761516
-0.6882979,0.37433144,1.888966,-0.74737287,1.2802612,0.15146567
-0.052309066,-0.6480183,-0.40872198,-2.1259952,0.5613676,0.62358516
0.083758324,-0.5502108,-1.1085476,-2.2560837,0.39264417,0.40810493
-0.33187106,0.31125695,1.5956137,-1.5174682,1.2506024,0.13898054
-0.27047583,0.30055338,1.544922,-1.6807888,1.2404597,0.13952047
-0.003370052,-0.003919921,-0.013077917,-0.015303162,-0.0042517525,0.0010954153
-0.008400505,-0.003867013,0.016236156,-0.01521842,-0.0043865163,0.027897334
-0.00813454,-0.0038368637,0.0069182576,-0.010983474,-0.0044857636,0.019089825
-0.0638897,-0.7222791,-0.78883123,-2.1697206,0.47287968,0.65299183
-0.008641679,-0.0038736833,0.0011809496,-0.00773077,-0.004372864,0.014050165
-0.28296152,0.30276978,1.5551913,-1.6113842,1.23001,0.13908777
-0.006432476,-0.0044350885,-0.015605379,-0.0067182574,-0.002694615,-0.002461171
-1.3789113,0.48130995,2.472601,-1.4839562,2.3837113,0.22073926
-0.10295753,-0.66360486,-0.5956324,-1.8294985,0.4559462,0.6203601
-0.0063993996,-0.0038884345,-0.00061997934,-0.012690673,-0.004353936,0.012417672
-0.07273542,0.26663047,1.3811045,-2.0491626,1.1521275,0.13928027
-0.12509432,-0.6695776,-0.31449708,-1.621109,0.4399314,0.6512147
-0.020272259,0.015003127,0.12254786,-0.03211922,0.014530936,0.1056407
-0.054901533,-0.5492663,-0.290572,-1.7200346,0.38106376,0.529698
-0.9737248,0.4134587,2.1352658,-1.0771874,1.732722,0.21621749
-1.1576055,0.4446598,2.2879453,-1.2662468,2.0292256,0.21671817
-1.3811153,0.48169106,2.474424,-1.4822507,2.3857377,0.22073549
-0.21536401,0.2909754,1.4993882,-1.7998317,1.2220448,0.13976191
-1.3854022,0.48236474,2.478037,-1.481938,2.3905535,0.2210523
-0.004224705,-0.016979504,0.07005969,-0.0472033,0.033255998,0.037927877
0.23342288,-0.44640428,-1.3620186,-2.0454597,0.29474407,0.22382149
-0.90018725,0.4102081,2.0649786,-0.9575457,1.6075734,0.15459283
-0.015587294,0.061931897,0.11708454,-0.040956136,0.062390838,0.0521766
-1.3741971,0.47987834,2.4693184,-1.492301,2.380697,0.22298221
-1.3822329,0.4817946,2.475438,-1.4883398,2.389394,0.2210481
-1.3745214,0.4805643,2.4689567,-1.4803766,2.3767848,0.22075899
-1.0226209,0.42177325,2.1758473,-1.1120323,1.8050234,0.21638875
-0.0038519455,-0.003900783,-0.006626669,-0.016859787,-0.004305854,0.0069744596
-0.35323936,0.31501266,1.6132263,-1.432878,1.2446518,0.13854691
-0.003408857,-0.0039059762,-0.010100258,-0.016394049,-0.004294381,0.0037856249
-0.60921365,0.3586613,1.8255519,-1.6308861,1.5937567,0.14423479
0.00832476,-0.43856856,-1.1447562,-2.312765,0.5991839,0.28801984
-1.3804003,0.48156172,2.4738383,-1.4809879,2.384337,0.22076315
-1.3763431,0.4809542,2.470389,-1.4876102,2.3825269,0.22028974
-0.016606797,-0.41066983,-1.1477234,-1.5548456,0.3613952,0.25951323
-0.063041605,-0.5819088,-0.38713932,-1.6946442,0.46829724,0.55314296
-0.44567302,0.33041525,1.6902573,-1.8328485,1.4843228,0.14354676
