1,2,3,4,5,6
-3.9424937,-0.35850996,4.252576,2.0606277,2.8296738,1.3117105
-0.44664708,-0.88642174,1.3364638,-0.3865259,-0.3449096,1.1977941
-0.45639846,-0.9610661,1.4213536,-0.43350047,-0.3951816,1.2928991
-0.7174863,-1.5167915,2.2439916,-0.67036223,-0.6339387,2.0421302
-0.54725754,-1.0944583,1.6468793,-0.46730223,-0.43359935,1.4788648
-0.19851133,-0.35818148,0.5572718,-0.15302925,-0.123258494,0.48713556
-3.9621377,-1.4406347,3.7025642,1.1528797,1.9354407,2.2974358
-0.67372274,-1.4130003,2.0951655,-0.64438915,-0.57660115,1.9038224
-1.2975237,-0.43980005,1.7433594,-1.2483974,1.2357013,0.82666826
-1.1844208,-2.1038578,1.2089678,-1.0736576,-0.72070915,2.3999817
-1.0564171,-2.134232,1.1237715,-1.0207583,-0.9696885,2.3999398
-0.2212267,-0.3065722,0.528297,-0.15153767,-0.049425557,0.42796087
-0.996403,-2.0496764,1.4997071,-0.96614385,-0.9190167,2.3999784
-0.33403245,-0.117601566,0.4520365,-0.2788445,0.29729107,0.2178447
-0.6911492,-1.4571645,2.157275,-0.63718385,-0.60836965,1.9625942
-1.1613367,-2.1068475,1.1878262,-1.1301125,-0.7162243,2.3999822
-3.961028,-0.3695886,4.2352858,1.9922597,2.7861588,1.3081957
-0.7797072,-1.6277837,2.418769,-0.72411317,-0.6710081,2.1936553
-1.3562745,-2.0748465,1.3539505,1.6966257,-1.5115063,2.3999712
-2.4408114,-1.8803046,2.249897,3.522689,-0.8975916,2.3999977
-3.9504004,-1.2687961,3.8468447,1.2721846,2.0822484,2.1531556
-2.44192,-1.8800842,2.2507846,3.5295439,-0.8986704,2.3999977
-0.3410791,-0.66417474,1.0071744,-0.3059495,-0.24628735,0.8982863
-0.23980238,-0.40925393,0.64983535,-0.19224887,-0.122246936,0.5594886
-0.30148083,-0.5555813,0.85844177,-0.25970528,-0.18926486,0.7546684
-0.48428643,-0.99399436,1.4824882,-0.43958402,-0.40033868,1.3399758
-0.4983671,-1.076133,1.5793281,-0.48197305,-0.4558801,1.4454165
-1.18823,-2.1060982,1.222098,-1.1536739,-0.7207154,2.3999705
-1.1789434,-2.105169,1.2051234,-1.0961671,-0.7226264,2.399981
-2.4016569,-1.885893,2.2153623,3.5877147,-0.9596745,2.3999984
-1.2116214,-2.1042814,1.2466456,-1.1211463,-0.7290021,2.3999672
-0.36111924,-0.13804998,0.4996527,-0.32551262,0.31900594,0.24905694
-1.8625877,-1.9818245,1.7674893,2.1938567,-1.085994,2.3999975
-3.9424937,-0.41002527,4.2392397,1.9880925,2.7956476,1.3626629
-0.6928839,-2.1887052,0.80008286,-0.64960194,-1.4181637,2.3999379
-0.97140115,-2.149032,1.053128,-0.9258632,-1.0987914,2.399925
-2.3710406,-1.8895357,2.187461,3.6277888,-1.0025136,2.399998
-1.3079481,-2.0897102,1.3315536,-0.7832851,-0.7587184,2.39997
-0.19523135,-0.36340308,0.559221,-0.1723788,-0.12469017,0.49291152
-1.082464,-2.1295996,1.1452057,-1.0002997,-0.9461603,2.3999434
-1.4169844,-2.0650167,1.4059237,0.022613237,-0.8617929,2.3999858
-1.9619528,-1.9660168,1.852862,2.1360795,-0.9594193,2.399999
-3.9446268,-1.2505872,3.850983,1.3760334,2.1352973,2.149017
-0.49936333,-0.9396397,1.4429173,-0.39639583,-0.3458618,1.275511
-3.9616728,-1.077174,4.0091305,1.4253515,2.2338247,1.9908698
-1.167037,-2.105223,1.1914064,-1.0989759,-0.7143819,2.399983
-1.1674716,-2.1060507,1.1934317,-1.1123601,-0.71842194,2.399982
-0.17331354,-0.3375103,0.5113188,-0.15798318,-0.12414789,0.45602542
-1.1998618,-2.1086192,1.2416879,-1.1663731,-0.7501428,2.399962
-0.5626832,-1.1746927,1.7432147,-0.5432888,-0.47383264,1.5822768
-0.19672287,-0.34380233,0.5410677,-0.15203963,-0.110594496,0.46889365
-3.9449754,-0.47119695,4.2238007,1.9793123,2.7781944,1.424958
