1,2,3,4,5
8.806812e-9,5.0434434e-9,-6.239432e-9,-7.493249e-9,0.45841086
0.4,1.7,5.2000003,2.0,5.006921
0.39999998,1.6999999,0.41119123,1.9999995,3.4063728
8.856274e-9,5.0750737e-9,-6.2337002e-9,-7.489537e-9,2.3430872
0.4,1.7,3.9701784,1.9999999,3.273018
0.39999998,1.6999999,1.4701799e-6,0.5292058,3.5267887
9.012445e-9,5.1747264e-9,-6.2326158e-9,-7.490445e-9,0.8852693
0.4,1.7,1.3802086,-2.3205247e-9,2.3999643
0.39999995,1.142983,-4.947917e-9,-6.9789876e-9,2.3999994
0.39999995,1.6999996,0.0,0.5903501,2.6737795
4.1747114e-8,2.0649773e-8,0.0,0.49560502,3.4059312
8.835722e-9,5.0619358e-9,0.0,-7.486011e-9,2.7746692
0.4,1.7,0.0,2.0,3.0425558
0.4,1.7,0.0,2.0,2.3039014
8.810654e-9,5.045902e-9,0.0,-7.491193e-9,1.0333271
0.054913722,6.517702e-8,-5.3000724e-9,9.1429203e-10,4.4008603
0.4,1.7,5.2000003,2.0,4.307738
0.39999995,1.6999995,-4.9434585e-9,1.9787655,2.7254837
8.851316e-9,5.0719047e-9,-6.238471e-9,-7.488428e-9,2.509932
0.0,5.200539e-9,-6.229885e-9,-7.489551e-9,1.1003815
0.0,1.7,5.2,1.7106353,2.399959
0.4,1.7,1.987526,0.0,2.2332633
0.39999995,1.0068448,-4.986955e-9,0.0,2.3967474
8.941199e-9,5.1293054e-9,-6.2338947e-9,0.0,0.4982236
0.4,1.7,3.7359214,0.0,2.337009
0.4,1.7,0.22024651,0.0,2.398161
1.3413764e-7,3.9407766e-8,0.6084842,-2.4152058e-9,4.412383
0.4,1.7,5.2000003,2.0,4.922119
1.4393976e-7,4.0510237e-8,1.9340421,-2.263505e-9,4.3950596
5.3271926e-8,9.057977e-9,3.8460605,-7.1028383e-9,4.7837825
0.4,1.7,5.2000003,0.0,3.1728046
8.872514e-9,5.0854525e-9,-6.237654e-9,0.0,3.4380987
8.853118e-9,5.073057e-9,-6.238326e-9,0.0,2.5822265
0.4,1.7,5.2000003,0.0,4.1997986
0.4,1.7,5.2000003,0.0,4.8021493
0.39999995,0.29981652,-4.937198e-9,-6.961155e-9,4.2599955
8.852271e-9,5.072515e-9,-6.2342718e-9,-7.489795e-9,1.159743
0.39999995,1.3096181,-4.925273e-9,-6.9532637e-9,4.2599897
0.39999998,1.6999999,4.9182034,0.66552025,4.2599998
0.39999995,1.6444883,7.891129e-8,1.3467813,4.2599998
8.95336e-9,5.137063e-9,-6.2061285e-9,2.0,5.512233
8.924237e-9,5.1184816e-9,-6.2126286e-9,2.0,4.9448004
8.7966345e-9,5.036931e-9,-6.2405516e-9,-7.493217e-9,0.2617654
