1,2,3
1.3522503,1.2336276,0.719942
0.019740108,0.09631963,0.004122552
0.004589407,0.03382837,1.566862
0.0038269898,1.2036941,1.468689
0.020859102,0.60445887,2.5834358
1.8431265,1.5008972,0.51915723
0.02308046,1.8788345,1.6067762
1.5271612,1.1235867,0.5217747
1.9654176,1.2124572,0.7908486
1.0458632,0.007767225,1.8383038
1.2763872,0.019844262,1.5742937
0.019520922,0.02499702,0.19383173
0.011406469,0.008424622,1.005707
0.008047196,0.013759673,0.93402773
1.5588548,1.0620811,0.3537502
0.0051493477,0.033566505,0.55747056
1.1913986,0.0046689515,1.264364
0.007218808,0.07985637,0.007320078
0.010365783,0.011741173,1.145004
1.1780356,1.4032956,0.4249375
0.012499432,0.0069100303,0.45796847
1.8507094,0.014207092,1.8776876
0.94674546,1.7665938,0.32935017
0.0057978523,0.0130119845,1.3531443
1.2916589,1.7653271,0.6348415
0.029804444,1.0774604,1.326655
0.02158077,0.5866638,1.1347443
0.006247388,0.011386865,2.0594003
1.4540986,0.018148186,2.4878492
0.002344976,0.0066926363,1.218979
0.011490492,0.6954334,0.021421788
1.9084842,1.525915,0.9840894
0.011970228,1.337645,1.972083
0.019509256,0.01203959,1.5052173
0.030376974,0.009000843,1.1785707
0.012048822,0.0018482879,2.4766834
0.01172424,0.022234323,1.0605735
0.012715171,0.96881455,2.2763743
0.01992866,0.02358028,0.20221552
0.9363191,0.015949488,1.7086972
0.02022069,0.007865047,0.45497546
0.8983934,0.03252227,1.8198984
1.9448844,0.9478818,1.2268639
0.0058568097,0.014127824,1.9201844
0.015220484,0.009411472,1.5687495
1.1671933,1.3638338,1.0535463
1.0997446,1.6720679,0.5760753
1.2686222,0.015436061,1.4995546
