1,2,3
-9.973944e-9,-9.974123e-9,-9.9746025e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.974857e-9,-9.974857e-9,-9.974857e-9
0.8773271,-9.921773e-9,-9.979117e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.974718e-9,-9.974688e-9,-9.9746025e-9
-9.974718e-9,-9.974689e-9,-9.9746025e-9
-9.974857e-9,-9.974857e-9,-9.974857e-9
-9.974758e-9,-9.9747375e-9,-9.974676e-9
-9.974857e-9,-9.974857e-9,-9.974857e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.974718e-9,-9.974688e-9,-9.9746025e-9
0.020874497,-9.922444e-9,-9.97915e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.974717e-9,-9.974688e-9,-9.974601e-9
-9.974716e-9,-9.974688e-9,-9.9746025e-9
0.75688666,-9.925239e-9,-9.979118e-9
-9.974716e-9,-9.974688e-9,-9.9746025e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.974857e-9,-9.974857e-9,-9.9748565e-9
-9.974857e-9,-9.9748565e-9,-9.9748565e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.974718e-9,-9.974688e-9,-9.9746025e-9
-9.990829e-9,-9.990817e-9,-9.990786e-9
-9.974716e-9,-9.974688e-9,-9.9746025e-9
-9.974717e-9,-9.974688e-9,-9.9746025e-9
-9.974857e-9,-9.9748565e-9,-9.974857e-9
-9.974717e-9,-9.974688e-9,-9.9746025e-9
0.051854316,-9.92196e-9,-9.979117e-9
-9.990829e-9,-9.990817e-9,-9.990786e-9
-9.974717e-9,-9.974688e-9,-9.974602e-9
-9.974716e-9,-9.974688e-9,-9.9746025e-9
-9.974717e-9,-9.974688e-9,-9.9746025e-9
-9.974857e-9,-9.974857e-9,-9.974857e-9
-9.990828e-9,-9.990817e-9,-9.990786e-9
-9.974717e-9,-9.974688e-9,-9.9746025e-9
-9.974716e-9,-9.974688e-9,-9.9746025e-9
0.68675745,-9.922126e-9,-9.979118e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
0.584388,-9.922907e-9,-9.979118e-9
-9.974718e-9,-9.974688e-9,-9.9746025e-9
-9.974718e-9,-9.974688e-9,-9.9746025e-9
-9.974857e-9,-9.974857e-9,-9.974857e-9
-9.974717e-9,-9.974688e-9,-9.9746025e-9
-9.9748565e-9,-9.9748565e-9,-9.9748565e-9
-9.974857e-9,-9.974857e-9,-9.974857e-9
0.08571567,-9.971867e-9,-9.992425e-9
