1,2,3
-9.979118e-9,-9.971483e-9,0.45101297
-9.8767625e-9,-9.876764e-9,-9.876761e-9
-9.879089e-9,-9.879568e-9,-9.880933e-9
-9.8800035e-9,-9.880671e-9,-9.882536e-9
-9.88001e-9,-9.880671e-9,-9.882536e-9
-9.979118e-9,-9.971402e-9,0.43400368
-9.879993e-9,-9.880671e-9,-9.882536e-9
-9.979117e-9,-9.971481e-9,0.1916192
-9.979118e-9,-9.97144e-9,0.80177915
-9.880037e-9,-9.880671e-9,-9.882536e-9
-9.880037e-9,-9.880671e-9,-9.882536e-9
-9.876762e-9,-9.8767625e-9,-9.876763e-9
-9.876765e-9,-9.876767e-9,-9.8767705e-9
-9.876765e-9,-9.876766e-9,-9.876769e-9
-9.979118e-9,-9.970942e-9,0.4224594
-9.876764e-9,-9.876765e-9,-9.876768e-9
-9.880038e-9,-9.880671e-9,-9.882536e-9
-9.8767625e-9,-9.876763e-9,-9.876761e-9
-9.880008e-9,-9.880662e-9,-9.882536e-9
-9.979118e-9,-9.971412e-9,0.3703451
-9.876764e-9,-9.876765e-9,-9.876767e-9
-9.880041e-9,-9.880671e-9,-9.882536e-9
-9.979117e-9,-9.971503e-9,0.027058821
-9.876771e-9,-9.876775e-9,-9.876782e-9
-9.979117e-9,-9.971484e-9,0.23495916
-9.880005e-9,-9.880671e-9,-9.882536e-9
-9.88001e-9,-9.880671e-9,-9.882536e-9
-9.880008e-9,-9.880662e-9,-9.882536e-9
-9.880037e-9,-9.880671e-9,-9.882536e-9
-9.880007e-9,-9.880661e-9,-9.882536e-9
-9.876775e-9,-9.876779e-9,-9.876767e-9
-9.979118e-9,-9.971414e-9,0.65226203
-9.879997e-9,-9.880671e-9,-9.882536e-9
-9.876771e-9,-9.876774e-9,-9.876781e-9
-9.880017e-9,-9.880671e-9,-9.882559e-9
-9.880007e-9,-9.880661e-9,-9.882536e-9
-9.880008e-9,-9.880662e-9,-9.882536e-9
-9.880006e-9,-9.880671e-9,-9.882536e-9
-9.876763e-9,-9.876763e-9,-9.876765e-9
-9.880038e-9,-9.880671e-9,-9.882536e-9
-9.8767625e-9,-9.876763e-9,-9.876764e-9
-9.880035e-9,-9.880671e-9,-9.882536e-9
-9.979117e-9,-9.971491e-9,0.8573718
-9.880008e-9,-9.880662e-9,-9.882536e-9
-9.956469e-9,-9.956707e-9,-9.957386e-9
-9.979117e-9,-9.971502e-9,0.9000298
-9.992425e-9,-9.9896615e-9,0.1904457
-9.8800355e-9,-9.880671e-9,-9.882536e-9
