termination_status,pd_tot,objective,solve_time
1,13.913154891178507,198688.02781022905,16.60699987411499
1,0.6478067246575429,648.5855020223498,0.031000137329101562
1,5.544842943612117,6600.487415418595,0.03399991989135742
1,8.967429832979533,16935.49104571413,0.03500008583068848
1,8.25727550638414,14727.708903539873,0.03599977493286133
1,13.908411943623705,189544.49640651513,0.03500008583068848
1,10.02791198850911,19997.274807635327,0.03500008583068848
1,13.26936412566591,104234.63578045787,0.03099989891052246
1,14.792033022489253,326581.2205085028,0.03600001335144043
1,11.736419049769378,23487.401431179238,0.03299999237060547
1,11.747838221793486,23472.274371847823,0.03299999237060547
1,1.013350831901599,1014.4616331919175,0.03399991989135742
1,2.4063026108106738,2412.9966182224325,0.05200004577636719
1,2.077921592547776,2082.810286908487,0.04799985885620117
1,13.979793825858325,187355.28817997483,0.07500004768371582
1,1.8315003368264675,1835.3161640066219,0.05299997329711914
1,11.732645876033054,23439.66333967337,0.04900002479553223
1,0.5435524123766842,544.0656769374008,0.03299999237060547
1,7.422016445769151,14125.737087563662,0.05800008773803711
1,13.742446826577037,171362.54366353241,0.10899996757507324
1,1.7524442586876723,1755.9179294324658,0.04999995231628418
1,11.885688443611574,24082.62827632819,0.03399991989135742
1,12.807247071026481,42103.83367114903,0.04999995231628418
1,4.776803255988195,4803.70776584019,0.05299997329711914
1,13.350487808861773,122054.64623382242,0.0690000057220459
1,9.675795506005674,18950.294801392312,0.03600001335144043
1,8.386181162010194,15100.551572871926,0.03400015830993652
1,7.296566432681105,13623.662618961876,0.04999995231628418
1,12.103339457218667,24906.62042834733,0.04900002479553223
1,7.376312283013208,13981.005301182204,0.051999807357788086
1,2.5930472704699588,2606.0483024974237,0.04699993133544922
1,14.349210890890665,271107.14515202394,0.0559999942779541
1,9.51866453832763,18544.234594239308,0.06200003623962402
1,4.684732357510555,4710.534245009369,0.04999995231628418
1,7.741256324175677,15370.966544684226,0.04999995231628418
1,7.337469915105302,13820.222469403385,0.05200004577636719
1,7.171042381007563,13126.782059976504,0.09800004959106445
1,9.852507029957799,19536.58431791413,0.06499981880187988
1,1.4421330700091866,1444.4671716954438,0.046000003814697266
1,11.870349725252696,23933.26133306346,0.05200004577636719
1,1.233002420991196,1234.6769876475587,0.04900002479553223
1,10.438134058448815,19601.64758457568,0.07200002670288086
1,14.873417102226025,343302.91058174364,0.06700015068054199
1,7.33167014531849,13767.220315260307,0.04999995231628418
1,7.201802809535081,13189.69641030509,0.04799985885620117
1,14.9259167333062,360380.1019980177,0.06699991226196289
1,13.191501653294832,104541.15338806239,0.06700015068054199
1,10.711756727161262,20376.68757680279,0.04999995231628418
