1,2,3
0.029040867,0.049250264,0.43969524
0.03507304,0.02322898,3.0354116
0.051327296,0.034064375,0.0946456
0.10661048,0.05787099,4.8450637
2.7604318,0.02217382,6.198494
1.5133083,0.8088896,6.2422466
0.10507084,0.022318367,3.9766517
0.10478532,0.043994106,1.9946765
0.036816526,0.057263236,5.6975965
0.01861054,0.021205263,0.4561013
0.026911655,0.062957324,0.38449717
0.04377614,0.055976097,3.2494805
0.042085275,0.054486465,6.81517
0.1332911,0.67653143,7.255296
0.051759467,0.089358196,2.7000234
0.04900861,0.03902345,2.634011
0.05089456,0.044479653,2.7934582
0.07595549,0.033080377,2.2263796
0.06360845,0.028314851,5.5206966
0.020868216,0.023781281,2.3064873
0.051572017,0.040156532,5.989567
2.8296738,0.031471398,7.991519
0.063757814,0.9306323,7.956053
0.051357392,0.023217533,0.9687171
0.033630323,0.037804995,7.658932
0.0244947,0.07490159,4.525623
0.08469117,0.049300753,0.6618062
3.588818,0.04794413,7.980604
0.049180787,2.8088393,5.0657744
0.048010156,0.021520102,2.7589383
0.07766487,0.052378595,2.1995852
0.041476943,0.030291528,6.0098042
0.03405077,0.07608675,7.77365
0.039938327,0.05270137,5.6182575
0.049784236,0.024319496,4.7707543
0.011611048,0.042026255,4.2539587
0.031289756,0.050994128,4.000152
0.9112636,0.13814688,6.1590953
1.1211064,6.0,6.160074
0.044642508,4.9727693,6.158588
0.024114897,0.03151375,0.976943
0.02676864,0.048528668,7.1849165
0.7846135,0.034973174,7.982701
0.015770502,0.046435654,1.6788577
1.1000308,0.07625521,7.964207
0.036363043,0.036870856,5.8238063
0.04741419,0.04394655,7.05205
0.03971088,0.017851816,5.067693
0.031907618,0.03366882,0.13444695
0.015485289,0.07189383,3.6483145
0.038689658,0.1897602,7.993549
0.029699355,0.004918267,0.10275701
0.028735794,0.07242738,5.5405545
0.030117592,0.022816332,4.5845513
0.020344108,0.0719913,5.9362607
0.047107935,0.06408693,1.6528647
3.7462866,2.1869164,2.3400028
0.046742626,0.0048739724,7.034485
0.020555003,0.023604557,7.281979
0.064906254,0.03491937,2.710805
0.05577056,0.040001158,1.8011028
0.03491822,0.06563616,6.3316197
0.036333516,0.04828694,6.3909736
0.06859053,2.7795637,7.9292336
3.8180084,0.06841742,7.964652
0.04867339,0.15679927,7.945148
3.8557265,1.1033978,8.0
0.051794674,0.102122545,6.7755837
0.048248757,1.6790252,7.95955
0.033623606,0.0710244,3.2225118
0.020016624,2.951408,7.95545
0.06120472,0.052342854,1.435691
0.057181444,4.52365,7.9618874
1.2418362,0.08362742,7.9272346
0.07754925,4.608879,6.791429
0.12255927,0.41393787,7.2129016
0.045633182,0.029475702,3.8040926
0.0399992,0.082516454,3.028537
0.05342779,0.028543245,7.1859813
0.03175379,0.04289158,4.5885267
0.0309485,0.05246514,0.08342788
0.022915937,0.05271834,2.1438544
0.04617423,1.3608296,7.9455028
3.7460105,1.6583794,4.3779206
1.5596668,0.06862849,6.1590967
5.0341425,1.9604144,6.034802
0.0314326,0.046955016,6.77488
0.71941996,1.0684475,6.9667764
0.029565953,0.0255141,0.73545635
0.024832007,1.0448625,7.986115
0.044543132,0.080584496,0.01928327
0.049371406,0.032182157,1.6138648
0.0537969,0.027665408,6.257165
0.038832884,0.03383961,2.6412709
0.027965944,0.045171745,0.5293863
1.5545393,0.015824948,7.9409637
0.02823724,0.030517431,6.0769095
0.04651315,0.030460538,6.5215554
0.30833736,1.4144466,7.6852093
0.02037631,0.022139287,2.4083536
0.031391654,0.09894801,4.032536
2.7428153,0.04296672,6.162411
0.074707724,0.07096177,4.4579897
1.6900301,0.04831967,6.3435097
0.032522857,0.06410525,6.792214
0.031217912,0.10808363,4.4656615
0.03483928,0.016745096,2.8265448
0.009834155,0.007104297,5.2822404
0.07506771,0.032471765,2.8263795
4.342166,0.03246615,3.4715972
0.047769394,0.02204508,4.751998
0.015347076,0.074373335,3.5959723
0.056756705,0.019268123,2.9849124
3.8804922,0.025844172,3.6914036
0.058860905,0.028164852,3.2324154
2.8137593,0.03503116,7.9842234
0.11879682,0.029274091,1.6102343
1.8156921,0.004392956,7.962757
0.05672619,0.07642333,7.2674994
0.051278513,0.04857709,3.4408603
0.04329325,0.08014561,3.6621308
0.04530116,0.060399503,2.3404214
0.086774796,0.019222643,4.385862
0.06407585,0.012501657,3.886563
1.5291202,6.0,4.3549623
3.0005736,0.12224912,4.3727746
0.03617893,0.03357786,7.718336
0.2417604,0.028277785,7.9686084
3.5065894,0.063268416,7.98448
0.054452494,0.017781617,7.2795615
0.37857658,0.067080736,7.9902353
1.6204951,0.03674998,7.9691033
0.033252314,0.052149374,7.1564884
0.022140639,4.0660086,7.979302
0.053755403,0.06459349,5.0213904
0.85009164,0.10248589,7.98544
0.019292215,0.04230296,1.9972895
0.013772737,0.096610226,6.257928
4.7404327,1.5173854,6.462773
0.058292467,1.3624331,7.2542357
0.03846667,0.038774073,5.0178313
0.06483179,2.8046517,7.102037
5.9987593,2.474128,6.0841317
0.026758913,0.029213687,2.7313023
0.31589755,0.8413393,7.201627
0.047482923,0.0644291,5.0689516
0.07937149,0.04024868,0.15709879
0.097535744,0.029923724,4.6875877
2.8657439,0.073178515,7.9331937
0.052566685,0.044927485,1.1690829
0.047238544,0.5691103,7.9652157
0.037074536,0.054262284,7.236269
0.042815752,1.0515887,7.9621534
0.02754402,0.02848781,1.2289149
0.060248498,0.04968682,5.433943
0.053749464,2.5430362,6.159125
0.02158244,0.07386075,1.9717454
0.0055881413,0.06160479,1.13445
0.031613935,0.06874445,5.5064807
0.025094116,0.04117018,1.9778496
0.050886907,1.5301751,7.994577
0.04756663,0.08898896,7.757027
