1,2,3
-9.874705e-9,-9.874705e-9,-9.874705e-9
0.29701293,-9.958481e-9,-9.954546e-9
-9.874771e-9,-9.874734e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.954573e-9,-9.9545625e-9,-9.954546e-9
-9.874776e-9,-9.874735e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.8747055e-9,-9.874705e-9,-9.874723e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874753e-9,-9.874753e-9,-9.874705e-9
-9.874794e-9,-9.874791e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
0.41462776,-9.928024e-9,-9.937357e-9
0.2020514,-9.892154e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874714e-9,-9.874705e-9,-9.874705e-9
-9.881215e-9,0.16512632,-9.874705e-9
-9.874725e-9,-9.874705e-9,-9.874885e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874701e-9,-9.874705e-9,-9.874735e-9
-9.875417e-9,-9.874123e-9,-9.937355e-9
-9.874709e-9,-9.874705e-9,-9.874757e-9
-9.874705e-9,-9.874705e-9,-9.8747055e-9
7.433403e-8,0.17802857,-9.937352e-9
-9.87472e-9,-9.874705e-9,-9.8748645e-9
-9.874736e-9,-9.874705e-9,-9.874705e-9
0.33784047,-9.874705e-9,-9.87813e-9
-9.874736e-9,-9.874705e-9,-9.874705e-9
-9.95456e-9,-9.954546e-9,-9.954554e-9
-9.893128e-9,0.31008318,-9.937354e-9
-9.874705e-9,-9.874705e-9,-9.874712e-9
-9.874705e-9,-9.874705e-9,-9.874709e-9
-9.893816e-9,0.34932116,-9.937354e-9
0.24711595,0.0294314,-9.937352e-9
-9.8747055e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.8747055e-9,-9.874705e-9,-9.874717e-9
-9.8748405e-9,-9.874847e-9,-9.874926e-9
-9.874797e-9,-9.874773e-9,-9.874705e-9
0.42337894,0.00781446,-9.937352e-9
0.3376253,0.0023724937,-9.937352e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
0.4291891,-9.874705e-9,-9.937352e-9
0.43362904,0.006988869,-9.937352e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.880796e-9,0.22319147,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874717e-9
-9.874705e-9,-9.874705e-9,-9.874738e-9
-9.874704e-9,-9.874705e-9,-9.874717e-9
-9.8747055e-9,-9.874705e-9,-9.874711e-9
-9.874702e-9,-9.874705e-9,-9.8747135e-9
-9.874705e-9,-9.874705e-9,-9.874711e-9
0.5200086,0.28137255,-9.937352e-9
-9.874705e-9,-9.874705e-9,-9.874708e-9
0.31984022,0.0045125275,-9.937352e-9
-9.8747055e-9,-9.874705e-9,-9.874731e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.8747055e-9,-9.874705e-9,-9.874744e-9
0.15220155,-9.874705e-9,-9.878671e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.8747055e-9,-9.874705e-9,-9.874708e-9
-9.8747055e-9,-9.8747055e-9,-9.874705e-9
-9.874712e-9,-9.874714e-9,-9.874721e-9
-9.874706e-9,-9.874707e-9,-9.874709e-9
-9.937352e-9,-9.874705e-9,-9.874846e-9
-9.874735e-9,-9.874705e-9,-9.874705e-9
