1,2,3
-9.937352e-9,-9.847569e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.8746655e-9,-9.874697e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874701e-9,-9.874705e-9,-9.874687e-9
-9.954546e-9,-9.954546e-9,-9.954546e-9
-9.874705e-9,-9.874705e-9,-9.874704e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874656e-9,-9.874705e-9,-9.874705e-9
-9.8747e-9,-9.874705e-9,-9.874697e-9
-9.874705e-9,-9.874705e-9,-9.8746895e-9
-9.954546e-9,-9.954546e-9,-9.954546e-9
-9.874701e-9,-9.874705e-9,-9.874691e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874694e-9,-9.874705e-9,-9.874684e-9
0.525334,-9.937352e-9,-9.873733e-9
-9.954534e-9,-9.954546e-9,-9.954546e-9
-9.874705e-9,-9.874704e-9,-9.874705e-9
-9.863772e-9,-9.865126e-9,-9.818854e-9
-9.8721875e-9,-9.874588e-9,-7.594139e-9
-9.87468e-9,-9.874705e-9,-9.874416e-9
-9.872643e-9,-9.874702e-9,-9.869174e-9
-9.874705e-9,-9.874705e-9,-9.874366e-9
-9.937352e-9,-9.937352e-9,0.12314472
-9.87486e-9,-9.874705e-9,0.45112896
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874702e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874719e-9,-9.874705e-9,-9.874705e-9
-9.874706e-9,-9.874705e-9,-9.874705e-9
-9.87472e-9,-9.874705e-9,-9.874705e-9
-9.937352e-9,-9.937352e-9,0.6242093
-9.937352e-9,-9.937352e-9,1.1675665
-9.937352e-9,-9.937352e-9,1.0765053
-9.937352e-9,-9.937352e-9,1.8264294
-9.874705e-9,-9.874705e-9,-9.874642e-9
-9.874705e-9,-9.874705e-9,-9.874678e-9
-9.937352e-9,-9.874705e-9,-9.871623e-9
1.032195,-9.937352e-9,-9.874165e-9
-9.874705e-9,-9.874705e-9,-9.874703e-9
-9.874704e-9,-9.874705e-9,-9.874657e-9
-9.874704e-9,-9.874705e-9,-9.87465e-9
-9.874612e-9,-9.874637e-9,-9.874705e-9
-9.9357855e-9,-9.937376e-9,0.10243385
-9.954545e-9,-9.954545e-9,-9.954544e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874647e-9,-9.874705e-9,-9.874661e-9
-9.937352e-9,-9.874705e-9,-9.874705e-9
-9.8746655e-9,-9.874705e-9,-9.874671e-9
-9.874674e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874691e-9,-9.874705e-9,-9.874689e-9
-9.874614e-9,-9.874634e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874702e-9
-9.937359e-9,-9.705969e-9,0.1538755
-9.937352e-9,-9.874705e-9,0.94521797
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.867654e-9,-9.937352e-9,-9.871664e-9
-9.874705e-9,-9.874705e-9,-9.87467e-9
-9.874708e-9,-9.874705e-9,-9.8747e-9
-9.928293e-9,-9.977272e-9,-9.942691e-9
-9.874705e-9,-9.874705e-9,-9.874676e-9
-9.874651e-9,-9.874667e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.954546e-9,-9.954546e-9,-9.954546e-9
-9.8746495e-9,-9.874667e-9,-9.874705e-9
-9.874696e-9,-9.874675e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.850474e-9,-9.668492e-9,-9.669231e-9
-9.874669e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.8746655e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874701e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874708e-9,-9.874705e-9,-9.874688e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874708e-9,-9.874705e-9,-9.874681e-9
-9.874673e-9,-9.874705e-9,-9.874516e-9
-9.874678e-9,-9.874705e-9,-9.874571e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.937357e-9,-9.651359e-9,0.07899601
-9.874616e-9,-9.8746185e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874087e-9,-9.8739426e-9,-9.873569e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874687e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874683e-9
-9.937352e-9,-9.937351e-9,-9.200368e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874644e-9
-9.874705e-9,-9.874705e-9,-9.874648e-9
-9.874687e-9,-9.874705e-9,-9.874661e-9
-9.874705e-9,-9.874705e-9,-9.874648e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874542e-9,-9.874536e-9,-9.8745065e-9
-9.874625e-9,-9.87465e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874616e-9,-9.874637e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874618e-9,-9.87464e-9,-9.874705e-9
-9.874612e-9,-9.874637e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874692e-9
-9.8747055e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874692e-9,-9.874688e-9,-9.874674e-9
-9.936962e-9,-9.937352e-9,-9.793194e-9
-9.844606e-9,-9.9373665e-9,0.06755878
-9.874647e-9,-9.874705e-9,-9.874053e-9
-9.874692e-9,-9.874705e-9,-9.874705e-9
-9.874692e-9,-9.874705e-9,-9.874705e-9
-9.874692e-9,-9.874705e-9,-9.874705e-9
-9.874692e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874703e-9
-9.874705e-9,-9.874705e-9,-9.874699e-9
-9.874705e-9,-9.874705e-9,-9.874682e-9
-9.874708e-9,-9.874705e-9,-9.874677e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874611e-9,-9.874611e-9,-9.874429e-9
-9.937352e-9,-9.937244e-9,-9.8336885e-9
-9.874707e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874702e-9
-9.874705e-9,-9.874705e-9,-9.8746495e-9
-9.874702e-9,-9.874705e-9,-9.874647e-9
-9.8747e-9,-9.874705e-9,-9.874657e-9
-9.874705e-9,-9.874705e-9,-9.874703e-9
-9.874705e-9,-9.874705e-9,-9.874699e-9
-9.874703e-9,-9.8747135e-9,-9.874705e-9
-9.874704e-9,-9.874705e-9,-9.874705e-9
-9.937308e-9,-9.937352e-9,0.3318985
-9.874701e-9,-9.8747055e-9,-9.874705e-9
-9.937305e-9,-9.937352e-9,-9.856545e-9
-9.874705e-9,-9.874705e-9,-9.874699e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874697e-9,-9.874705e-9,-9.874686e-9
-9.874693e-9,-9.874705e-9,-9.874683e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
-9.937352e-9,-9.937297e-9,0.56934357
-9.874705e-9,-9.874704e-9,-9.874705e-9
-9.874705e-9,-9.874705e-9,-9.874705e-9
