1,2,3,4,5
0.0042670337,0.0016186617,0.0008692797,0.0,0.0057669682
0.017016191,0.016222518,-0.000575079,0.0,0.05918552
0.0008562646,-0.0011202248,-0.0014267112,0.0,0.0014886339
0.05743516,0.053666804,0.053156886,0.0,0.060004815
0.045713104,-0.019224606,-0.019436682,0.0,0.059567936
0.047010906,-0.00700576,-0.014352887,0.0,0.058651235
0.044642847,0.041741405,0.041537534,0.0,0.054750707
0.022137376,0.01868394,0.018293306,0.0,0.02758746
0.057749774,0.055551514,0.055042498,0.0,0.060024537
0.005030205,0.0040709907,0.0038769725,0.0,0.006298542
0.0041017556,0.0020076793,0.0014513523,0.0,0.005440786
0.03651322,0.034196466,0.033692926,0.0,0.04473485
0.08103954,0.08711019,0.0895429,0.0,0.08255316
0.087434754,0.16601145,0.19481859,0.0,0.07377478
0.011523495,-0.003961352,-0.0034958597,0.0,0.059185326
0.007271029,0.0061463662,-0.0009661949,0.0,0.059185248
0.008829629,0.007684474,0.0014555489,0.0,0.059185036
-0.0019254783,-0.003644164,-0.0008187683,0.0,0.057926886
0.008508584,0.007034978,0.06955229,0.0,0.0591848
0.0012596744,0.00020736454,0.0,0.0033747219,0.061314993
-0.050394338,-0.014232442,0.0,-0.14411208,-0.078430265
0.042324897,-0.027636966,0.10059052,0.0,0.06279326
0.048731677,0.04729011,0.09073765,0.0,0.060126614
0.011035518,0.009866623,-0.00057133724,0.0,0.013630681
0.05138101,0.050570413,0.082746655,0.0,0.063222185
0.04871201,0.04814942,0.0049579004,0.0,0.05990069
0.0077898204,0.0059049167,-0.0012126081,0.0,0.009878082
0.039406154,-0.045335043,0.10125699,0.0,0.058428835
-0.07318864,-0.018916639,0.0,-0.16087738,-0.08228336
0.0018086821,0.00019510253,0.0,-0.028431397,0.008721032
0.0034925935,0.00047110228,0.0,-0.020469045,0.009349001
0.10733499,0.06216803,0.045169212,0.0,0.12991036
0.119396076,0.06437467,0.044599578,0.0,0.14428644
0.073926106,0.06190927,0.05818673,0.0,0.07902489
0.068591245,0.060313284,0.057838157,0.0,0.07263707
0.048086777,0.04683246,0.04646439,0.0,0.05850828
0.045117844,0.043200452,0.04274875,0.0,0.055063806
0.106482744,0.08206512,0.08073435,0.0,0.12911874
0.10650695,0.05699466,0.047861997,0.0,0.12914295
0.10647018,0.05684763,0.038106155,0.0,0.1291062
0.024681045,0.02338377,0.023106635,0.0,0.030173384
0.04959889,0.070475645,0.07071496,0.0,0.060851466
0.048824072,0.084237054,0.09114544,0.0,0.05990583
0.019624092,-0.0016815892,-0.0015336802,0.0,0.023756351
0.051073577,0.081103586,0.0905655,0.0,0.06265592
0.04882279,0.037079353,0.03740644,0.0,0.059903957
0.0525553,0.06327063,0.0636928,0.0,0.060204517
0.05296728,0.0139820175,0.01433702,0.0,0.059180338
7.841025e-8,-0.0018934654,-0.0016116304,0.0,0.0049148356
0.03407116,-0.002307196,-0.0021638304,0.0,0.059186667
0.0806007,0.08702816,0.08971567,0.0,0.06637057
0.0023034804,0.0008996355,0.0006299631,0.0,0.0018851793
0.07080799,0.0769314,0.07954308,0.0,0.058298554
0.06223685,0.061907742,0.06205851,0.0,0.051308244
0.08047983,0.08418825,0.08572762,0.0,0.066268615
0.003156025,0.00057396403,0.0,-0.03639844,0.0037441023
0.09653097,0.0027158216,0.0,0.05828447,0.115847655
0.10822581,0.10714832,0.069981635,0.0,0.13079767
0.11477269,0.11427761,0.07571467,0.0,0.13870253
0.06988811,0.06841017,-0.00086566544,0.0,0.08498772
-0.00050152803,-0.00050146546,0.0,0.0032345187,0.04977147
0.06769211,0.01855859,0.0,-0.09910954,-0.03729096
0.067682005,0.01855045,0.0,-0.10203831,-0.043992084
0.053835962,0.052180205,0.05824665,0.0,0.06340094
0.016788874,-0.0744573,0.10495869,0.0,0.038295336
0.05174333,0.050578777,0.09057891,0.0,0.06302359
0.01733926,-0.07460789,0.101235084,0.0,0.039229065
0.049301274,0.04808896,0.061017033,0.0,0.060080335
0.05246972,0.05132018,0.08669046,0.0,0.061694715
0.03717435,0.036417387,-0.0017562277,0.0,0.045184966
0.11733697,0.06271666,0.04279371,0.0,0.14179961
0.026104651,0.01405071,0.009950326,0.0,0.034352034
0.1159103,0.062120195,0.04270494,0.0,0.1400767
0.118386306,0.063337386,0.054003295,0.0,0.1430677
0.072105005,0.07898926,0.08212685,0.0,0.07309887
0.08688472,0.16440107,0.1926852,0.0,0.07315922
0.042896528,0.04114924,0.040886745,0.0,0.052335147
0.033942677,0.03108711,0.03035545,0.0,0.041742656
0.08786755,0.15838444,0.18331243,0.0,0.07559358
0.03593959,0.020373423,0.0146623915,0.0,0.05918608
0.0014516774,0.0007472703,-0.0012894172,0.0,0.0019210717
0.024730003,0.024204692,-0.0013009264,0.0,0.030059444
0.11718495,0.06265422,0.042983208,0.0,0.14161605
0.0396766,-0.05413805,-0.05685626,0.0,0.058790952
0.106482774,0.068505004,0.06771238,0.0,0.12911877
0.04657845,-0.0023732202,0.024808919,0.0,0.06556193
0.07796066,0.12831828,0.14568275,0.0,0.07889948
0.0704762,0.15146379,0.1878631,0.0,0.06418639
0.010804445,-0.0016231759,-0.0013550381,0.0,0.0088806
0.028172655,0.10185589,0.10208405,0.0,0.023209922
0.0019717223,-0.0034689067,-0.0030753138,0.0,0.0016122152
0.023226086,-0.0024565388,-0.00201084,0.0,0.019105569
0.028588444,0.10347179,0.103953466,0.0,0.023528734
0.04327562,0.024675027,0.017860647,0.0,0.047517665
0.009002359,0.0044737426,0.0029865976,0.0,0.010033086
0.077611215,0.075463004,0.0883256,0.0,0.066749364
0.08099262,0.05796337,0.04993854,0.0,0.08780241
0.0832984,0.069506295,0.06504532,0.0,0.08787042
0.10290759,0.10256516,0.10595606,0.0,0.088080235
0.027390473,0.026914325,-0.00053557404,0.0,0.033267234
0.046633925,0.04590842,-0.0024193658,0.0,0.05665555
0.04589203,-0.018080087,-0.0010293758,0.0,0.05956462
0.05408328,0.052385587,-0.0017165972,0.0,0.059966415
0.050615087,0.01150474,-0.0011599956,0.0,0.059768397
0.05085119,0.06045984,0.06074761,0.0,0.061676886
0.0543447,0.093756,0.10885677,0.0,0.064220935
0.011153113,0.012110129,0.012797464,0.0,0.05918507
0.081117444,0.14109857,0.16311684,0.0,0.07043182
0.046467304,0.026115077,0.018944962,0.0,0.05111664
0.051163353,-0.030409014,-0.022469642,0.0,0.059072006
0.05398418,0.031130586,0.022716418,0.0,0.06005152
0.053966463,0.031033052,0.022306306,0.0,0.06005225
0.048875578,0.027930059,0.020359954,0.0,0.05366235
0.05255064,-0.022992287,-0.017010733,0.0,0.059151106
0.015540191,0.008085984,0.0057375613,0.0,0.059185598
0.04607816,0.04107115,0.0635683,0.0,0.060459286
0.01982039,-0.0046896213,-0.0036530364,0.0,0.023994038
0.057058837,0.06759136,0.08318656,0.0,0.060583048
0.04983779,0.07236505,0.07286037,0.0,0.060980108
0.040072713,-0.0029274898,-0.0024703215,0.0,0.048517
0.042866156,-0.003446717,-0.0030550526,0.0,0.051900335
0.027617453,-0.0030180258,-0.0026103128,0.0,0.033434223
0.058624394,0.056159973,0.05599031,0.0,0.05918492
0.05769082,0.055918746,0.055800732,0.0,0.05809533
0.038645178,-0.05484353,-0.077232845,0.0,0.058024377
0.0418066,-0.03159015,-0.033119474,0.0,0.05860657
0.112737246,0.111866914,0.08712316,0.0,0.13624401
0.119274415,0.063573375,0.0453619,0.0,0.14413957
0.11576585,0.062670074,0.07352529,0.0,0.13990425
0.11945247,0.06472283,0.045244217,0.0,0.14435461
0.11903118,0.063493155,0.046494454,0.0,0.14384592
0.11911089,0.0635918,0.057780173,0.0,0.14394316
0.11940201,0.06464927,0.044964265,0.0,0.14429365
0.11425801,0.061540272,0.042074103,0.0,0.13808124
0.08977148,0.05117477,0.03680283,0.0,0.11234584
0.11852847,0.063358285,0.050520502,0.0,0.1432391
-0.0005211239,-0.0010187651,-0.0010260304,0.0,0.051009517
0.03477786,0.019528102,0.013735912,0.0,0.060861144
0.056438453,0.028480593,0.060130626,0.0,0.06356768
0.087393165,0.16594152,0.19404285,0.0,0.0737103
0.06553053,0.058996197,0.05698664,0.0,0.0690675
0.08727676,0.14129455,0.16035953,0.0,0.07852844
0.047441244,-0.0389424,-0.016846161,0.0,0.06603503
0.030722093,0.02941619,0.029160043,0.0,0.037489887
0.0851785,0.16221353,0.19222243,0.0,0.071591504
0.04882244,0.01818855,0.018614987,0.0,0.059903443
0.0031084323,-0.0036397246,-0.0029403924,0.0,0.0037627306
0.048822355,0.008225025,0.009087979,0.0,0.059903316
0.11102646,0.029975902,0.054749887,0.0,0.1341779
0.03204363,-0.0028738957,-0.0024092263,0.0,0.038793713
-0.037948005,-0.0004207239,0.0,-0.090582095,-0.026017338
-0.018286785,-0.00032996092,0.0,-0.07131276,-0.00626885
-0.037101556,-0.00037819662,0.0,-0.090589225,-0.024994401
0.015880115,-0.00024910027,0.0,0.0015718028,0.018926833
0.10762213,0.15834239,0.1783605,0.0,-1.0009902e-5
0.10648347,0.15606315,0.1755991,0.0,-1.0009902e-5
0.049993347,0.047772724,0.047116715,0.0,-1.0009902e-5
0.02865768,0.027089346,0.026547838,0.0,-1.0009902e-5
0.07801343,0.04301111,0.030654024,0.0,0.08771078
-0.00022559684,-0.000232174,0.0,0.0029644438,0.053010073
-0.0323935,-0.0004438849,0.0,-0.08877787,-0.023954447
-0.03310307,-0.00042192914,0.0,-0.08512213,-0.021309637
