1,2,3,4,5
0.91650367,0.93440586,0.94372046,0.9,0.90413547
1.0992655,1.0977949,1.0972464,1.0954357,1.0999999
1.0992912,1.0979859,1.0975777,1.0951468,1.0999998
1.0555277,1.0817355,1.0999999,1.0384126,1.0427203
1.0993166,1.0981189,1.0976995,1.0952047,1.0999997
1.099434,1.0984222,1.0981398,1.0973452,1.0999994
1.0999999,1.0962659,1.1,1.0825764,1.0875945
1.0994092,1.0992018,1.099382,1.099522,1.099991
1.099998,1.0989745,1.0976144,1.0952528,1.0999998
1.0995533,1.0997417,1.0997741,1.0971786,1.0999994
1.0995437,1.099549,1.0994579,1.0969582,1.0999995
0.9602785,1.0608546,1.1,0.9290596,0.9328081
1.0999999,1.0954832,1.1,1.0904104,1.0952771
1.0999999,1.0992678,1.1,1.0846366,1.0896156
1.0958923,1.0951089,1.0951136,1.0953338,1.0999999
1.0999999,1.0959297,1.1,1.0888252,1.0937006
1.0999997,1.0998318,1.0999997,1.095363,1.0999999
1.0912273,1.0909531,1.1,1.081867,1.0869387
1.0985136,1.069495,1.1,1.0802056,1.1
1.1,1.0997609,1.0924824,1.0887723,1.093437
1.099945,1.0997349,1.099678,1.096082,1.0999995
1.0097585,1.0747198,1.1,0.9824351,0.9897729
1.0525631,1.0690941,1.1,1.0310268,1.0439438
0.987274,1.0686302,1.1,0.9565053,0.96405923
0.9738145,1.064384,1.1,0.93363106,0.95092225
1.0978633,1.0975976,1.0975657,1.0849922,1.1
1.1,1.0933298,1.0958867,1.0754538,1.1
1.1,1.0957879,1.0950412,1.0750154,1.1
1.0999999,1.0878552,1.0883243,1.0887475,1.0934123
1.1,1.0968423,1.0969107,1.0879921,1.0923985
1.0998704,1.0992371,1.0992144,1.0994649,1.0999551
1.0999992,1.0988166,1.098517,1.0975358,1.0996202
1.0999974,1.0993384,1.099113,1.0985224,1.0998293
1.0412414,1.0837041,1.1,1.0360702,1.039939
1.0999998,1.0999999,1.0999342,1.0952411,1.0989498
1.0411394,1.0836014,1.1,1.0359747,1.039838
1.099643,1.0971869,1.097775,1.0827212,1.1
1.0980564,1.0917343,1.1,1.0827212,1.1
1.0980564,1.0917343,1.1,1.0827212,1.1
1.0980564,1.0917343,1.1,1.0827212,1.1
1.0689479,1.0684963,1.1,1.0605943,1.0713049
1.0941998,1.093846,1.1,1.0870607,1.0965203
1.097552,1.0870446,1.1,1.0912843,1.0998677
1.0978534,1.0688117,1.1,1.0859017,1.1
1.0969999,1.0970204,1.0970485,1.0919623,1.099999
1.0999999,1.0993743,1.1,1.0600774,1.065605
1.0999999,1.0995136,1.1,1.055393,1.0610216
1.0452522,1.0841156,1.1,1.0399824,1.0476441
1.0035934,1.072077,1.1,0.9711284,0.98489404
1.0999999,1.0966849,1.0954514,1.092591,1.0976572
1.0999901,1.097876,1.0972018,1.0953605,1.0999999
1.0853758,1.0849193,1.1,1.0729247,1.0778216
1.1,1.0906671,1.0900499,1.0896579,1.0942352
1.0839615,1.0837479,1.1,1.0721574,1.0773954
1.0999999,1.0998493,1.0915089,1.0887564,1.0934198
1.0975128,1.0969801,1.0976382,1.0976871,1.0999982
1.0340108,1.0816746,1.0999999,1.0124875,1.0170201
1.0624602,1.0890491,1.1,1.0568755,1.0648253
1.0998029,1.0988581,1.098499,1.0889758,1.0999991
1.0606365,1.0809011,1.1,1.0353217,1.0453153
1.0776042,1.0833323,1.1,1.0613431,1.0662985
1.0995913,1.0995153,1.099416,1.0974956,1.0999992
1.0645392,1.0828378,1.1,1.0560513,1.0606376
1.1,1.0905862,1.0906144,1.08207,1.0968702
1.0999736,1.1,1.0999781,1.0920079,1.0986071
1.0999333,1.0932434,1.1,1.093196,1.0987841
1.1,1.0942944,1.0943182,1.0861605,1.0975941
0.92370486,0.96301734,0.9785115,0.9000001,0.90379983
1.0997368,1.0982215,1.0977662,1.0960151,1.0999997
1.0945393,1.0946103,1.0944909,1.0945004,1.0945475
0.92372054,0.9628606,0.9782614,0.90000004,0.90386665
1.0392854,1.0817744,1.1,1.0358981,1.0391994
1.098975,1.098386,1.0988625,1.0989372,1.0990198
1.1,1.0995888,1.0830646,1.0834463,1.0934147
1.0999999,1.0997243,1.0886025,1.0887338,1.0933917
1.0837806,1.099846,1.1,1.0780883,1.0831912
1.1,1.0999963,1.0999517,1.0948707,1.0995355
1.0997561,1.0980589,1.0982466,1.0985183,1.0999974
1.0994842,1.0953509,1.0956141,1.0958942,1.0999998
1.0999999,1.0999815,1.0999973,1.0932164,1.0982732
