1,2,3,4,5
0.39999995,0.42887595,5.2000003,2.0,6.0
8.8162855e-9,5.049504e-9,-6.236406e-9,-7.493246e-9,0.64859986
0.39999995,1.6704507,3.0343341e-9,-1.2724387e-9,3.5348258
0.39999998,1.6999999,3.0287495,0.2789176,3.6235864
0.39999998,1.6999999,2.3660772,0.21922879,3.6425767
0.39999995,0.38860875,5.2000003,2.0,6.0
0.39999998,1.6999999,4.2169275,0.16143152,3.5907807
0.39707497,6.522109e-8,5.2000003,2.0,5.789763
0.39999992,1.273485,5.2000003,2.0,6.0
0.39999998,1.6999999,4.4868975,0.56801957,4.644645
0.39999998,1.6999999,4.655456,0.44671863,4.6090465
8.8216305e-9,5.0529234e-9,-6.2377046e-9,-7.492181e-9,1.014476
8.8577155e-9,5.0759956e-9,-6.2336825e-9,-7.489366e-9,2.413011
8.849532e-9,5.0707643e-9,-6.2344596e-9,-7.490063e-9,2.0828247
0.39999992,0.49760827,5.2000003,2.0,6.0
8.842785e-9,5.0664513e-9,-6.235279e-9,-7.490532e-9,1.8353305
0.39999998,1.6999999,4.562816,0.5026516,4.6306233
8.812491e-9,5.047077e-9,-6.237286e-9,-7.493364e-9,0.54408
0.39999998,1.6999999,1.4820026e-6,1.8716842,3.52901
0.39999995,0.25836414,5.2000003,2.0,6.0
8.84078e-9,5.065169e-9,-6.2356134e-9,-7.490696e-9,1.7559322
0.39999998,1.6999999,4.7405286,0.54732853,4.5617423
0.15606697,6.5177076e-8,5.2000003,2.0,5.567332
8.920695e-9,5.116221e-9,-6.2264576e-9,-7.484539e-9,4.803722
0.39999995,0.0012611321,5.2000003,2.0,5.827894
0.39999998,1.6999999,3.8253295,0.18297063,3.6324377
0.39999998,1.6999999,2.512401,0.20291926,3.6416857
0.39999998,1.6999999,1.4864193e-6,1.7461255,3.5291705
0.39999998,1.6999999,4.7081485,0.7710795,4.5878716
0.39999998,1.6999999,1.3921855e-6,1.8386105,3.5165734
8.882894e-9,5.0920836e-9,-6.221719e-9,-7.490619e-9,2.6060627
0.39999992,0.82807946,5.2000003,2.0,6.0
0.39999998,1.6999999,3.623836,0.24069269,3.5999696
8.918486e-9,5.1148112e-9,-6.2267116e-9,-7.484728e-9,4.7105484
0.39999998,1.6999999,0.2704663,1.9999994,3.4495842
0.39999998,1.6999999,1.3667328e-6,1.7979788,3.5183177
0.39999998,1.6999999,1.482361e-6,1.6224109,3.5271485
0.39999998,1.6999999,3.9536893,0.2334595,3.6316924
8.832613e-9,5.059947e-9,-6.236487e-9,-7.491312e-9,1.4444815
0.39999998,1.6999999,4.5070257,0.6585629,4.6679473
8.827315e-9,5.056559e-9,-6.2370695e-9,-7.4917414e-9,1.2346914
0.39999998,1.6999999,3.698685,0.23188792,4.4680557
0.39999995,1.3556625,5.2000003,2.0,6.0
0.39999998,1.6999999,1.47276e-6,1.7822876,3.52808
0.4,1.7,5.905487e-7,1.633096,3.547325
0.39999995,1.4038657,5.2000003,2.0,6.0
0.35339108,1.7272757e-8,5.2000003,2.0,5.749408
0.39999998,1.6999999,4.027944,0.17927352,4.465776
