1,2,3,4,5
-0.087501034,-0.8883626,3.2244925,1.5,-0.41386917
0.0003708788,0.006698815,-0.0030124565,1.0859898,-0.051788386
0.0005594147,0.010103821,0.0040379683,0.7790375,-0.05679894
0.00780029,0.13919307,0.093055025,1.4999793,-0.035898644
0.0016877373,0.030468306,0.025383104,0.6327955,-0.06707334
-0.0010680187,-0.019286918,-0.0020187604,0.40177572,-0.027457593
-0.3,-1.275,3.7028759,1.5,1.1951612
0.0031794265,0.057216488,0.01999391,1.1765198,-0.09664728
0.0024922213,0.044962853,0.7191544,0.053743925,-0.119639896
0.29999977,1.2749997,3.8999996,-0.7968841,-2.0460408
0.2999998,1.2749999,3.8999996,-0.9910812,-2.4596958
-0.0009839043,-0.01776851,0.012232685,0.22656585,-0.026497383
0.29999962,1.2749996,3.8999977,-0.9583388,-2.4769886
-0.0012116678,-0.02187966,0.18274035,-0.0028573843,-0.028494038
0.0043614334,0.07849638,0.03297446,1.4999009,-0.086077556
0.29999977,1.2749997,3.8999996,0.690177,-1.9477962
-0.08007465,-0.8556944,3.9,1.5,-0.06114536
0.011428436,0.20138063,0.15220752,1.499988,0.0025311718
0.29999974,1.2749997,3.8999975,-0.34807634,-2.1177127
0.29999977,1.2749997,2.8787453,-0.24315499,-1.5995692
-0.3,-1.275,3.9,1.5,1.5137337
0.29999977,1.2749997,2.8641262,0.7882947,-1.597004
-0.0005190734,-0.00937529,0.008124363,0.7841856,-0.039060794
-0.0010419717,-0.01881482,0.004086057,0.15717927,-0.029000979
-0.0006930535,-0.01251714,-0.0022688287,0.6153313,-0.03422807
0.0007682764,0.013875433,0.005307898,0.97952855,-0.059219882
0.0010714574,0.019348983,-0.0005969848,1.144258,-0.06544161
0.29999983,1.2749999,3.8999999,-0.11275373,-2.0779777
0.29999992,1.275,3.8999999,-0.81663495,-2.0805917
0.29999977,1.2749997,3.2079642,0.15638362,-1.4769344
0.29999983,1.2749999,3.8999996,0.07380417,-2.218533
-0.0011056133,-0.019965513,0.24688023,0.02178905,-0.029678315
0.29999977,1.2749997,3.8999982,-0.54723424,-1.6471508
-0.12964311,-1.02359,3.6908383,1.5,-0.21675321
0.29999992,1.2749999,3.8999999,-0.13698043,-2.0089567
0.2999998,1.2749999,3.8999996,-1.0620909,-2.4655986
0.29999977,1.2749997,3.3310106,0.050799124,-1.3120805
0.29999983,1.2749999,3.8999994,-0.4633124,-2.3893719
-0.0011974539,-0.021623136,0.0027709734,0.15723065,-0.027581997
0.29999995,1.275,3.8999999,-0.15551026,-2.4502568
0.29999977,1.2749997,3.8999991,-0.37980962,-2.1864526
0.29999977,1.2749997,3.8999975,0.3945549,-1.7948375
-0.3,-1.275,3.651167,1.5,0.63032097
0.001148876,0.020746376,0.03193932,0.9833417,-0.055563707
-0.3,-1.275,3.3409257,1.5,0.657189
0.29999977,1.2749997,3.8999999,0.46043563,-1.8862513
0.29999977,1.2749997,3.8999996,0.5592335,-1.9736952
-0.0012935068,-0.023356559,-0.00622767,0.1643512,-0.026858298
0.29999983,1.2749999,3.8999996,-0.28086704,-2.3999038
0.0016852659,0.03042374,0.017486777,1.1867825,-0.0737412
-0.0011955781,-0.021589277,-0.008029658,0.16584137,-0.027098425
-0.15064873,-1.071037,3.9,1.5,-0.11476398
