1,2,3,4,5
0.90000004,0.9001302,0.92343426,0.92294115,0.9043819
1.0994189,1.0984502,1.0981152,1.0972333,1.0999994
1.0994018,1.098475,1.0980679,1.0970583,1.0999995
1.0992719,1.0978316,1.0974293,1.0938971,1.0999998
1.0993425,1.0980247,1.097817,1.0967221,1.0999997
1.099704,1.0991948,1.0990802,1.0987563,1.0999967
1.0903378,1.0853143,1.1,1.0966735,1.0996901
1.09928,1.0979477,1.0974866,1.0960534,1.0999998
1.0994511,1.0966376,1.09583,1.0986632,1.0999997
1.0721251,1.0919844,1.0999986,1.056214,1.0606374
0.9204109,0.9598713,0.97545564,0.9000001,0.9039518
1.099714,1.09908,1.0990256,1.0988972,1.0999959
1.0513119,1.0863312,1.0999988,1.0326691,1.0370628
1.0997592,1.098949,1.0986843,1.0994588,1.0999949
1.0992755,1.0978701,1.0974796,1.0955559,1.0999998
1.0768086,1.0934314,1.0999995,1.0615315,1.0659575
1.0838743,1.0764436,1.09722,1.1,1.0888861
1.0992638,1.0977833,1.0973125,1.0922832,1.0999999
1.0579318,1.0800503,1.0999999,1.0415832,1.0459355
1.0767324,1.0812643,1.1,1.063714,1.0684898
1.0888534,1.0754318,1.0952495,1.0965651,1.1
1.0767918,1.08124,1.1,1.0637895,1.0685655
1.0995235,1.0988007,1.0984731,1.0978353,1.0999991
1.0996624,1.0990964,1.0989057,1.0985863,1.099998
1.0995772,1.0988712,1.0986362,1.098144,1.0999986
1.0993836,1.0983803,1.0979893,1.0969703,1.0999995
1.0993674,1.0983791,1.0979457,1.0967869,1.0999997
0.93525594,0.959728,0.96950155,0.9176249,0.9217996
1.0705241,1.0915447,1.0999844,1.0543875,1.0588058
1.0769539,1.0775312,1.1,1.0646752,1.0694385
0.91880083,0.9491098,0.961319,0.9000003,0.9040994
1.0997386,1.0988393,1.09856,1.0993873,1.0999959
1.069477,1.0757643,1.1,1.0560813,1.0606686
0.9,0.90013015,0.92161393,0.92307794,0.90556663
1.0733712,1.0925086,1.0999999,1.0577378,1.0619394
0.9204201,0.96013194,0.9757126,0.90000015,0.903887
1.0796177,1.0749227,1.1,1.0683277,1.0730975
0.91998076,0.9566894,0.97323084,0.9000002,0.90411806
1.0997038,1.0992688,1.0990705,1.0987428,1.0999968
0.9203515,0.9594419,0.9750729,0.90000004,0.90396947
1.0579171,1.0824184,1.0999998,1.0410498,1.045502
1.0680059,1.079082,1.1,1.053698,1.0583214
0.9026481,0.9,0.9266565,0.9202695,0.9121609
1.0993845,1.0980587,1.0979615,1.0970833,1.0999995
1.0865178,1.0821707,1.0967021,1.1,1.0946238
1.0795443,1.094135,1.0999998,1.0646623,1.0690953
1.0755318,1.093005,1.0999995,1.060088,1.0645132
1.0997261,1.0993655,1.0991579,1.0988308,1.0999963
0.92005116,0.95722425,0.97200656,0.90000015,0.9040675
1.0993298,1.0981914,1.0977453,1.0965506,1.0999997
1.099711,1.0992568,1.0990899,1.0987995,1.0999964
0.9039316,0.9,0.93110687,0.9287712,0.91041285
