1,2,3,4,5,6
0.11369356,0.16971718,-0.28341073,0.084622644,0.03536593,-0.2346876
0.03507618,0.673927,-2.8023785e-33,-1.7080664e-33,-0.023228986,-2.3858616
0.0854097,0.034054045,-0.119463734,0.034065414,0.0,-0.060594477
0.16454878,2.2866974,-0.3512466,0.057874054,0.0,-2.38565
2.8015623,1.8211229,-2.522685,0.022174329,0.0,-2.385768
2.3359375,1.8869066,-2.1228442,0.80950284,0.0,-2.3647692
0.12742916,1.7725241,-1.8999532,0.02231883,0.0,-2.212044
0.14883268,0.87855834,-1.027391,0.043995846,0.0,-1.118059
0.09410333,2.299264,-0.29336774,0.05726617,0.0,-2.385644
0.039820418,0.19997182,-0.23979223,0.02120569,0.0,-0.25623
0.08989135,0.16314235,-0.2530337,0.062960915,5.7624345e-34,-0.22142172
0.0997782,1.4472021,-1.5469803,0.055978917,1.0833356e-34,-1.8075458
-0.5603202,2.4572663,0.20305398,-0.63868535,5.2973168e-33,-2.3802269
-3.2084024,2.899533,2.4088695,-3.3808243,0.0,-2.3821793
0.0,0.45585644,0.0,-0.051759467,-0.14112008,-2.3858616
0.049014438,0.2873856,0.0,7.1539755e-34,-0.03902346,-2.3858616
0.050901502,0.3490985,-6.8731155e-35,-3.909751e-34,0.058814827,-2.3858619
0.07597066,-0.07597065,0.0,1.4873408e-32,-0.03308038,-2.335448
0.063618004,0.336382,-2.8301202e-34,-3.189455e-34,2.8182344,-2.3858619
0.04465475,-0.044654734,0.0,0.023781845,3.59e-43,-2.3515139
-1.5473428,3.647343,1.724659e-34,-1.6046019,1.04090434e-35,-2.3834882
2.8520138,1.5893979,-3.593867,1.1885634e-31,4.0697584,-2.3837183
0.06376822,1.9372936,-2.0010617,-4.124253e-30,3.6761885,-2.385614
0.05136379,0.43856698,-0.48993075,6.494226e-27,-0.023217538,-0.5538525
0.033633176,1.9431419,-1.9767748,-1.243879e-32,3.37359,-2.3847
0.024496112,1.9442704,-1.9687662,-1.4705171e-32,0.2054475,-2.385691
0.084710956,0.309692,-0.39440292,9.116591e-29,-0.049300756,-0.40166202
3.6262765,1.5633507,-3.6113393,6.571653e-34,4.0973835,-2.3675272
-2.2867808,2.7303627,1.6564182,-2.37571,0.0,-2.3627827
0.06954193,1.2314174,-1.3009593,0.021520533,2.7424667e-30,-1.5318689
0.13008526,0.9733329,-1.1034181,0.052381065,4.9599437e-30,-1.228856
1.9246101,4.222839,-4.2503905,1.8744766,1.8410016,-1.8922238e-31
2.0583928,4.259995,-4.249417,2.0069087,1.9242544,2.272906e-35
0.13247299,2.3271186,-0.35959232,0.06371942,1.6889473e-29,-2.377734
0.09371756,2.3245392,-0.31825727,0.02976028,-2.281687e-28,-2.3824391
0.053645663,1.9043894,-1.958035,0.042027906,6.9589266e-35,-2.3586898
0.08230199,1.7871125,-1.8694144,0.050996475,-2.0101894e-33,-2.2210717
1.0520105,4.2047033,-4.2320895,0.13817324,0.0,0.0
2.1264076,4.205682,-4.2320895,0.99479145,-3.3924238e-33,0.0
2.127894,4.2041955,-4.2320895,2.0727363,0.0,0.0
0.055636764,0.9793547,-1.0349915,0.031514667,4.092601e-34,-5.0050185e-34
0.0,1.9486942,-1.9486941,-0.02676864,2.8818557,-2.385416
0.0,1.9485377,-1.9485375,-0.7846135,3.691744,-2.3856897
0.0,0.7791532,-0.7791532,-0.015770502,-0.062206436,-0.9634466
0.0,1.9489638,-1.9489636,-1.1000308,3.6769435,-2.3848844
0.0,1.948539,-1.9485389,-0.036363043,1.504916,-2.3856907
0.0,2.1,-2.6474199e-33,-0.04741419,2.5947037,-2.3855937
0.0,2.1,6.0287616e-35,-0.03971088,0.59382015,-2.3858566
0.0,-7.699719e-9,-1.527593e-35,-0.031907618,-0.065577365,-0.2000349
0.0,1.3544683,1.8548467e-36,-0.015485289,-0.087379366,-2.3858612
-0.41277182,0.0,2.403312,-0.4581343,3.6540828,-2.384054
0.06025921,0.0,0.077144325,0.030551411,0.025632294,-0.07712633
-0.26092267,0.0,2.3609226,-0.28981832,3.2217357,-2.344296
0.014030732,0.0,2.0859692,-0.016087322,2.5277092,-2.0727792
-0.30324465,-1.5056396e-31,2.4032447,-0.3299999,3.5014567,-2.3840172
0.11122728,0.0,-0.11122727,0.06409061,-5.870821e-29,-1.6528647
3.9998848,0.0,-3.6388192,0.21630882,-1.3834346e-32,-2.3400028
0.046747793,4.2597647,-4.250401,-1.780124e-32,2.840365,0.0
0.020556118,4.258472,-4.2498245,-2.324093e-35,3.1003032,0.0
0.06491647,2.764948,-2.8298645,-6.273294e-33,-0.034919377,0.0
1.4634491e-8,0.0,-3.6049374e-31,-0.055770546,-0.09577451,-1.8971851
2.1,-8.3588287e-32,-4.979722e-32,2.0547953,4.0119867,-2.364206
2.1,-3.3844546e-35,-8.895085e-37,2.053381,4.126808,-2.3087304
0.06860328,1.9953692,-1.6639725,4.8031734e-30,2.4204364,-2.3846679
3.855743,0.6731856,-4.1289287,-2.4836318e-32,4.2452283,-1.575008
0.048679892,1.9289534,-1.9776331,2.5664678e-33,3.6785843,-2.3847268
3.8933606,0.6881287,-4.1814895,-3.4322475e-25,4.0966024,-1.603045
0.051801026,1.9286346,-1.9804355,-2.4125555e-31,2.4862504,-2.3856113
0.048254523,1.9991233,-1.6473778,-8.51e-30,3.5209749,-2.3851879
0.033626504,1.4734278,-1.5070542,-2.759389e-30,-0.0710244,-1.8255804
2.0896113,4.2599874,-4.2495985,2.0538435,1.8364761,-3.3941363e-33
0.51775306,1.0353928,-1.5531459,0.45592508,0.40339577,-7.10108e-35
2.0897388,4.2599854,-4.2497244,2.0180883,1.8196791,-3.749473e-33
2.0895061,4.2599998,-4.249506,0.832044,2.2765942,3.6134447e-33
-0.49297497,2.4277668,0.1652082,-0.5853395,0.0,-2.3824978
-3.1661339,2.873504,2.39263,-3.3278623,-1.102669e-31,-2.366654
0.07512279,1.6994052,-1.7745279,0.029476486,-6.259272e-33,-2.1119506
0.122556716,1.3455807,-1.4681374,0.082522586,6.2592723e-34,-1.68751
-2.893383,2.8389482,2.1544347,-2.9861953,-6.925464e-31,-2.374237
0.67082435,1.4291757,-6.76417e-30,0.63802475,0.59476835,-2.3858614
0.030950824,0.057725187,-0.088676,-3.2553554e-29,-0.052465145,-0.078182995
0.022917181,0.9813201,-1.0042373,-2.9118925e-31,-0.05271835,-1.2176808
2.0896244,4.2599874,-4.249612,2.0278518,1.8423746,-9.097998e-34
3.9998844,5.0819895e-34,-3.6010523,0.21658456,0.0,-2.3779204
1.6345512,4.2047043,-4.2320895,0.06866678,2.3088973e-27,0.0
1.8230175,1.6828718,-3.1058893,-3.2233322,-1.7844678e-25,-2.3605623
-2.1445348,2.4146276,0.12990732,-2.2157795,-8.177697e-36,-2.3803258
-3.367024,2.6004455,1.1665785,-4.115334,0.0,-2.384663
0.0,0.42959687,0.36180216,-0.029565953,-0.055080853,-0.36141148
0.0,1.1399492,0.9600509,-0.024832007,4.130305,-0.9571064
0.0,0.07842825,0.06605165,-0.044543132,-0.12512943,-0.06603839
0.0,0.9224758,0.77689964,-0.049371406,-0.08155576,-0.77509904
0.0,1.1399481,0.9600519,-0.0537969,4.206644,-0.95728904
0.79813105,-3.775933e-26,-0.79813105,0.75781775,0.7234632,-1.9190977
0.19471154,-8.55018e-35,-0.19471152,0.16665752,0.12146095,-0.4079616
-0.020170242,0.0,2.1201704,-1.5776279,3.6019042,-2.3835385
