1,2,3,4,5,6
-1.3152025,-2.0819886,1.3251469,-0.54025704,-0.77364326,2.3999727
-0.82888204,-1.7755599,2.617681,-0.8070583,-0.7431788,2.3907175
-0.6436529,-1.3437564,1.9950604,-0.58519846,-0.5562421,1.8104255
-1.2332019,-2.0974503,1.2539785,1.2520086,-1.502274,2.3999634
-0.5878983,-1.243463,1.8378744,-0.5594022,-0.5155002,1.6731199
-0.43404594,-0.841576,1.2787148,-0.38790938,-0.31031808,1.139213
-0.26063868,-1.8300741,0.0,9.972565e-37,-3.754857,2.399968
-0.04092138,0.04092953,-5.866652e-35,4.0175065e-35,0.051864438,0.17792669
-0.085588045,-0.88588494,0.0,8.616478e-31,0.008671362,2.3999984
-0.053541657,-0.9796337,1.0361756,-0.020536656,0.0,1.228882
-0.027533347,-1.081102,1.1122469,-0.010783951,0.0,1.3497244
1.631934,-2.6108205,-1.0439144,1.7273601,0.0,2.3998578
0.0,-1.6926255,0.0,0.8862668,-3.8965955,2.3999896
0.0,-1.692294,0.0,0.26508078,-3.9078684,2.3999748
0.0,-0.19637752,0.0,0.027839491,0.08207721,2.4
0.0,-1.6925561,0.0,1.6598245,-3.4593608,2.399989
0.0,-1.6927363,0.0,0.053601544,-1.729792,2.3999996
-0.027937932,-0.37147647,0.0,1.1677305e-33,-2.616742,2.3999572
-3.8569064,-1.5101998,3.6663785,0.0,-4.170328,2.3336215
-0.05564283,-1.9292002,1.9975157,1.0847618e-37,-1.1847949,2.4
-0.085498154,7.0e-45,0.08551899,-0.043430503,0.0,1.8919566
-0.35756436,-2.258257,0.5554362,-0.18566409,0.0,2.3983607
-3.8156486,-1.6296824,3.401608,2.1761475,0.0,2.3825865
-0.09962776,-2.3070712,0.3582564,-0.04139558,0.0,2.3981485
2.3347642,-2.688593,-1.6693331,2.4123824,0.0,2.3656573
-0.10439359,-4.206027,4.2598977,-0.033759583,0.0,-3.8031185e-36
-2.0782733,-4.1590977,4.2416806,-0.08570197,0.0,7.821959e-38
-2.1194441,-4.156502,4.2416806,-1.979342,0.0,-5.684657e-39
0.0,-1.9388314,1.9514953,0.11455221,0.1596975,2.4
0.0,-2.301969,0.21658178,0.06139914,-2.0018475,2.3999796
0.0,-0.14991766,0.14998607,0.027514398,0.09281818,0.18584096
-0.5220986,-2.0266424e-33,-0.8544885,-0.43326923,-0.38574344,0.8544885
-0.28332976,6.228608e-33,-0.48243076,-0.2526489,-0.22598614,0.48243076
0.30964765,-3.5860975e-33,-2.3998303,0.3621081,-3.470104,2.3998303
-0.0015399607,-3.1387843e-31,-2.0961308,0.022595255,-2.5409548,2.0961308
0.30964583,-1.9393488e-33,-2.399828,0.3653597,-3.47152,2.399828
-0.764621,-6.6074595e-35,0.7662968,-0.087268054,0.0,2.3541503
-3.9625955,0.0,3.6458497,-0.2155999,0.0,2.3541503
-3.9625955,0.0,3.6458497,-0.21560523,0.0,2.3541503
-3.9625955,0.0,3.6458497,-0.2155999,0.0,2.3541503
-0.054024052,-4.2103777,4.2599998,-5.6581956e-35,-3.773508,4.43938e-40
-0.03565251,-4.2135124,4.2599998,2.0691926e-38,-2.030264,-9.3351e-40
-1.576244,-4.2141166,4.2599998,1.1576474e-38,-0.23129222,4.56728e-40
-3.8567588,-2.0453713,4.259909,0.0,-4.2037964,2.336397e-37
-1.2856871e-8,2.2535627e-36,0.0,0.048879977,0.056637608,1.2325872
-2.0897171,-2.8269647e-34,0.0,-1.9940994,-3.073484,2.3998115
-2.0897138,-4.6694023e-36,0.0,-2.0351686,-3.568908,2.399766
-2.0384073,-4.2095003,4.2599998,-1.9709399,-1.9170063,-4.1353636e-37
3.1975276,-2.8417077,-2.381048,3.2846987,0.0,2.381048
-0.6008875,-1.210527,0.0,-0.5493257,-0.47222024,2.3999565
-0.6746945,-1.4191413,0.0,-0.62593687,-0.5884169,2.3999996
-0.06184209,-2.291083,0.26781905,-2.8416882e-32,-3.1214044,2.3999875
-1.4169892,-2.054207,1.3885671,2.75506e-40,-0.1412828,2.3999972
-0.023707416,-1.9346853,1.9714342,-1.1470003e-34,-3.3442624,2.399916
-0.022219434,-1.9349895,1.9698749,3.1114997e-38,-0.9063184,2.3999999
-0.064162135,0.06418261,9.672908e-34,1.2152261e-34,0.017951293,0.97424173
-0.119255915,-2.2783327,0.43053007,-0.059365205,0.0,2.3999946
-2.0755794,-4.2111106,4.2599998,-2.0550346,-1.7844734,1.7417023e-37
-0.4599052,-6.593202e-32,0.46050996,-0.43712813,-0.38260162,1.0724009
-1.5211848,4.3428377e-30,-0.5673251,2.9425128,-2.2138603,2.3927681
