1,2,3,4,5,6
-0.0011698138,-0.0034623174,-0.019453056,-0.018607449,-0.003964171,-0.003949279
0.62727505,-0.25356716,-1.6565745,1.0284575,-1.152716,0.014434185
1.4712764,-0.30855316,-2.450796,1.5011381,-2.1732666,-0.020305336
0.0025794564,0.012677153,-0.043637738,-0.0041974094,-0.001355564,-0.0037477314
1.1729025,-0.2594523,-2.2389953,1.2012028,-1.7724429,-0.022792982
1.4730715,-0.31226495,-2.4421935,1.4989877,-2.1793654,-0.016912287
-0.011430017,-0.0039807176,-2.5207742e-34,-5.564559e-34,-0.0040441016,-0.004131233
-0.014831189,-0.3667208,-1.2400272e-33,-7.4404214e-34,-0.47518244,0.01310737
-0.009130351,0.009897281,-3.727715e-31,2.398723e-32,-0.0040398613,-0.0017261392
-0.0024054435,-0.13858978,-1.3429892,-0.012310631,0.0,-0.01003936
-0.10951915,-2.72281e-35,-1.4710448,-0.110153794,-0.0910439,0.0006130111
0.011719204,6.3871834e-30,-0.05343122,0.005173533,0.027202163,-0.0031107808
-0.37333193,0.0,-1.0566634,0.026587665,0.03382886,0.22972366
-0.20546483,3.261933e-39,-1.3113966,-0.0034537406,0.010403138,0.00991427
-0.0013062672,6.001854e-35,-0.023277044,-0.015320735,0.001285501,-0.0037485594
1.4226806,-0.38530353,-2.4414687,1.4301425,0.0,-0.00086916727
0.16160417,-0.17320187,-1.3841703,1.5175507,0.0,-0.00079923426
2.679862,-0.57537127,-3.29543,2.7382653,0.0,0.05437925
-0.0037941334,0.026475385,-0.049360402,-0.012858738,0.0,-0.003948104
0.0,-0.0039469157,-1.3930196e-34,-0.005187121,-0.004049067,-0.0043309974
0.0,-0.55733997,5.4142753e-35,-0.019925281,-0.4994409,0.013995409
-0.013327214,-1.0327209,4.207281e-33,0.012034481,0.0,0.87894
0.30168626,-1.7545947,-7.1792264e-31,0.29526272,0.0,0.12490636
-0.0049057747,-0.07706146,-3.9818544e-34,-0.008492117,0.0,0.0696616
-0.19359247,-0.5066869,-1.8168452e-35,-0.13174355,0.0,0.5462503
0.7180929,-2.0260687,-2.641568e-34,0.7147007,0.0,0.09393507
-0.01318074,-0.16614284,-1.3230557,-3.252473e-30,-0.003995339,-0.00010769807
-0.3957551,-0.08319888,-0.8356476,-1.4666752e-38,-0.50636065,0.013369722
-0.018408766,-0.16449003,-1.319625,-1.5735527e-30,-0.003994268,-0.00085092796
-0.20794095,-0.14701943,-1.1386468,2.0868983e-32,-0.17565691,0.01693249
2.0583215,-0.7022402,-2.6465464,3.2190483,0.0,0.31479317
-0.0013694762,-0.55873424,-0.088050745,-0.019206503,0.0,0.6312003
-0.00068586285,-0.34813955,-0.055146847,-0.020948695,0.0,0.3844593
1.7085822,-0.6607264,-2.3212962,3.2848125,0.0,0.32089594
2.720426,-0.791638,-2.975714,3.0450463,0.0,0.31363708
0.10543712,0.28568134,-0.0060704527,0.11933391,0.04960364,-2.1600055e-34
0.0036603073,0.0108160665,-0.04067805,-0.0101878075,-0.0015687466,1.0533417e-36
0.16897517,-0.29984403,-0.009344829,0.18889624,-0.6683532,-1.8772301e-33
0.94924355,0.29862767,0.0010244839,2.1702843,-1.3995688,-1.5012055e-32
1.7685206,0.49274477,0.001399789,1.8195567,-1.8791336,-1.3916077e-33
0.045595426,-1.4372053e-35,-0.2563942,0.45985577,0.0,0.38542944
0.012388791,1.1214216e-35,-0.17754102,0.34843853,0.0,0.38543293
-0.002310691,-8.8726314e-35,-0.018317342,-0.017251441,0.0,-0.0040160343
0.34808642,0.0,-0.15986034,0.7877328,0.0,0.20480332
0.11538124,-1.1744348e-32,-0.3464338,0.6454571,0.0,0.3854153
-0.0028051727,1.1501692e-35,-0.017848708,-0.015510155,0.0,-7.568216e-5
1.412368,-0.35582963,-2.2359846,3.0179105,0.0,0.0039034828
0.0,0.092920154,1.1950724e-34,0.007487227,-0.0040844344,-0.0007388964
0.0,-0.13116772,-2.286638e-34,-0.0151300505,-0.39923483,0.009681679
0.0,-0.58243024,-1.2422015e-35,-0.009637499,-0.43468928,0.015101276
0.0,-0.17474279,-6.574085e-36,-0.020205049,-0.3085784,0.009557274
-0.0074737538,-3.3721994e-35,-0.13407448,-0.018313732,-0.021935275,0.13407448
-0.02286187,-4.544401e-31,-0.1929117,-0.037349932,-0.034543153,0.1929117
-0.0024383895,8.546257e-30,-0.018147519,-0.016238417,0.0,0.5394493
0.33399,0.0,-0.01423556,0.8526409,0.0,0.4668797
-0.0021965655,2.6754613e-29,-0.018407987,-0.016441792,0.0,0.32324716
0.004757769,3.6349856e-31,-0.15753637,0.3179238,0.0,0.4668797
-0.0201855,0.39145863,0.001132087,1.3865794e-35,-0.31927848,5.0930908e-36
-0.027099796,0.2547672,-0.2821314,-1.9844322e-35,-0.0040316964,4.497064e-32
-0.020993209,0.4048881,0.0011576214,1.4832336e-36,-0.30933404,2.714795e-35
-0.1611032,0.4233162,0.0011690741,-1.705488e-36,-0.53709656,3.4777284e-36
-0.008512679,0.021430105,-0.044305515,-4.8671235e-37,-0.004043961,1.1757781e-34
0.09981236,0.070236534,-0.005618212,0.10069551,-0.14939567,2.4069175e-35
-0.014458714,-0.0039533167,6.608092e-30,-0.020680616,-0.006940887,-0.0012097762
-0.11010481,-0.2168471,3.2810297e-34,-0.11384068,-0.101195976,0.008240308
-0.07804888,-0.15366144,-2.2441447e-33,-0.0841377,-0.07275245,0.015305492
-0.5496266,-0.13078456,-0.44299504,9.2643476e-35,0.2787474,0.13132778
-0.0036136908,-0.16612177,-1.3326334,8.503859e-32,-0.0040056035,-0.0015985048
-0.5496266,-0.03926547,-0.5379652,7.279373e-34,0.15909906,0.019093238
-1.0218225,-0.3574889,1.6273882e-33,6.080803e-33,-0.3723527,0.16736789
-0.2613693,0.0,-1.272967,-0.107808866,-0.098928824,0.21305309
0.0,-0.07114729,-2.134457e-36,4.6957764e-5,-0.1678687,0.006762252
0.0,-0.0039432617,-1.1698911e-26,-0.0055511068,-0.004045596,-0.00454571
0.0,0.034336776,3.819925e-34,0.009875385,-0.0041322606,-0.001045587
-0.009281394,-0.003880896,4.5659424e-34,2.0918853e-36,-0.004017038,-0.0039307144
-0.0022304843,-0.003943995,1.1276044e-33,-1.6003986e-34,0.00485942,-0.0010045524
-0.0049714684,-0.003960074,-3.8864194e-33,-5.591886e-34,-0.004043969,-0.0041037835
-0.008276182,-0.99821824,-5.88039e-35,-0.013688794,0.0,0.02783144
-0.0037450374,-0.16152507,-4.8182103e-33,-0.011644816,0.0,0.15685348
1.7619355,0.49106395,0.0013979772,1.812303,-1.8730874,5.216644e-33
0.032103922,0.089133665,-0.15599693,0.02868417,0.012596778,1.9080618e-35
-0.0027790174,2.4143395e-28,-0.017723171,-0.015749676,0.0,0.24720505
0.24939486,-0.41651377,-1.1468891,0.96548265,0.0,0.34837294
-0.010511448,-0.1578411,-0.040787634,0.0059080124,0.0,3.5914603e-34
-0.002927964,0.013124322,-0.035874926,-0.015124832,0.0,-2.8784918e-36
0.0,0.0593119,-0.08270147,-0.0145122465,-0.0040374952,-0.004133294
-0.00756616,0.36959186,0.0012475129,-6.6822815e-36,-1.032611,-3.4661692e-35
0.21095863,2.4985485e-31,7.566997e-34,0.23511308,-0.83210087,0.04386452
0.11765312,6.799606e-32,-1.7896261e-34,0.11933072,-1.5110863,0.07220234
0.23530415,1.3999971e-34,-1.8747317e-35,0.2671699,-1.9959645,0.05538165
1.3680449,0.47270405,0.0010787504,1.4074235,-1.4137387,-1.8761479e-34
1.5920235,0.5020885,0.0011109426,1.9165,-1.7186134,2.2292814e-34
-0.19553185,-0.4089916,7.8274975e-35,-0.20457123,-0.18498655,0.011623827
-0.0039897934,-0.003963965,1.8355403e-33,-0.010488551,-0.0045443475,-0.004148046
-0.013024859,-0.0030640792,-1.4179011e-30,-0.022739662,-0.0069278292,-0.0012072726
-0.0064667775,-0.0039141206,-4.992709e-34,-0.0016969844,-0.005377641,-0.0039502024
-0.0073138475,0.00023785773,-0.02286436,-2.5357303e-30,-0.0040387316,-0.004004997
1.5207891,8.979527e-33,0.012680745,1.763416,-1.5538973,-0.08561243
0.035122927,1.530864e-28,-0.0665149,0.03739979,-0.56064105,0.57215625
0.65636015,-1.1653811e-31,-2.1923864,0.65641314,-1.0874287,-0.0650391
0.9549193,-8.7127825e-29,-2.4585898,1.3421011,-1.4677991,-0.1002284
1.7782941,-0.2179708,-1.680455,1.7937406,0.0,-0.002395342
-0.010305742,-0.00171983,-0.021076592,0.0045576654,0.0,-0.0039739413
2.2471697,-0.17337422,-1.7954926,2.3899968,0.0,-0.021638779
0.0,-0.21282469,-0.1995814,-0.0013368848,0.35748658,0.1995814
